"Nom","Identifiant","Type","Sous-type","Sous-type","Commune","Code postal","Code INSEE","Département","Région","Latitude","Longitude","Site internet","Créateur","Mise à jour","Mise à jour DATAtourisme"
"Tèrra Aventura : Parkour d'enfer au Saut de la Brame","ASCAQU087V500A8Y","Produit","Pratique",,"Val-d'Oire-et-Gartempe","87330","87028","Haute-Vienne","Nouvelle-Aquitaine","46.2772966","0.93666293","https://www.terra-aventura.fr/caches/parkour-denfer-au-saut-de-la-brame","CRT_NA","2026-01-01T00:00:00.000Z","2026-07-03T02:18:24.776Z"
"Tèrra Aventura : Glâner les sentes au-delà des tors","ASCAQU087V500AAR","Produit","Pratique",,"Saint-Junien","87200","87154","Haute-Vienne","Nouvelle-Aquitaine","45.8987414","0.90098079","https://www.terra-aventura.fr/caches/glaner-les-sentes-au-dela-des-tors","CRT_NA","2026-07-15T00:00:00.000Z","2026-07-16T02:17:48.173Z"
"Tèrra Aventura : Des viaducs à la Pars urbana d’Antone","ASCAQU087V500A9G","Produit","Pratique",,"Pierre-Buffière","87260","87119","Haute-Vienne","Nouvelle-Aquitaine","45.695309","1.35807","https://www.terra-aventura.fr/","OT Briance Sud Haute-Vienne","2026-06-26T00:00:00.000Z","2026-06-27T02:27:42.247Z"
"Tèrra Aventura : La première pierre du nouvel Oradour","ASCAQU087V500A9Z","Produit","Pratique",,"Oradour-sur-Glane","87520","87110","Haute-Vienne","Nouvelle-Aquitaine","45.9310515","1.03281758","https://www.terra-aventura.fr/caches/la-premiere-pierre-du-nouvel-oradour","CRT_NA","2026-08-07T00:00:00.000Z","2026-08-08T02:11:27.993Z"
"Tèrra Aventura : Laisser voguer les petits papiers...","ASCAQU087V5004ED","Produit","Pratique",,"Royères","87400","87129","Haute-Vienne","Nouvelle-Aquitaine","45.8636781","1.44021698","https://www.terra-aventura.fr/caches/laissez-voguer-les-petits-papiers","OT de Noblat","2026-05-21T00:00:00.000Z","2026-01-01T00:00:00.000Z"
"Geocaching Terra Aventura: Pietra e Ignis","ASCAQU019V5006JO","Produit,Lieu","Pratique,Site sportif, récréatif et de loisirs","Pratique libre","Cublac","19520","19066","Corrèze","Nouvelle-Aquitaine","45.144693","1.30619307","https://www.terra-aventura.fr/","Brive Tourisme","2026-01-01T00:00:00.000Z","2026-01-01T00:00:00.000Z"
"Geocaching Terra Aventura: Donzenac, cité médiévale","ASCAQU019V5007EU","Produit,Lieu","Pratique,Site sportif, récréatif et de loisirs","Pratique libre","Donzenac","19270","19072","Corrèze","Nouvelle-Aquitaine","45.2271717","1.52327627","https://www.terra-aventura.fr/","Brive Tourisme","2026-01-01T00:00:00.000Z","2026-01-01T00:00:00.000Z"
"Geocaching Terra Aventura: De l'eau à la Pierre du Causse","ASCAQU019V5007ET","Produit,Lieu","Pratique,Site sportif, récréatif et de loisirs","Pratique libre","Lissac-sur-Couze","19600","19117","Corrèze","Nouvelle-Aquitaine","45.0957798","1.46373529","https://www.terra-aventura.fr/","Brive Tourisme","2026-01-01T00:00:00.000Z","2026-01-01T00:00:00.000Z"
"Geocaching Terra Aventura: Vartum Aqua et grès","ASCAQU019V5007EZ","Produit,Lieu","Pratique,Site sportif, récréatif et de loisirs","Pratique libre","Vars-sur-Roseix","19130","19279","Corrèze","Nouvelle-Aquitaine","45.2594399","1.36324358","https://www.terra-aventura.fr/","Brive Tourisme","2026-01-01T00:00:00.000Z","2026-01-01T00:00:00.000Z"
"Geocaching Terra Aventura: Lissac à travers les âges","ASCAQU019V5007EX","Produit,Lieu","Pratique,Site sportif, récréatif et de loisirs","Pratique libre","Lissac-sur-Couze","19600","19117","Corrèze","Nouvelle-Aquitaine","45.0957798","1.46373529","https://www.terra-aventura.fr/","Brive Tourisme","2026-01-01T00:00:00.000Z","2026-01-01T00:00:00.000Z"
"Geocaching Terra Aventura: Les Contemplations de Saint Robert","ASCAQU019V5007EW","Produit,Lieu","Pratique,Site sportif, récréatif et de loisirs","Pratique libre","Saint-Robert","19310","19239","Corrèze","Nouvelle-Aquitaine","45.2549238","1.29357054","https://www.terra-aventura.fr/","Brive Tourisme","2026-05-11T00:00:00.000Z","2026-01-01T00:00:00.000Z"
"Geocaching : Terra Aventura - On est tombé sur un os !","5854552","Lieu","Site sportif, récréatif et de loisirs",,"Saint-Simon","16120","16352","Charente","Nouvelle-Aquitaine","45.649314","-0.075651","https://www.terra-aventura.fr/","Destination Cognac","2025-12-18T00:00:00.000Z","2026-01-01T00:00:00.000Z"
"Tèrra Aventura : Recherche cache tout confort","ASCAQU087V500ZFC","Produit","Pratique",,"Nedde","87120","87104","Haute-Vienne","Nouvelle-Aquitaine","45.7195569","1.83026684","https://www.terra-aventura.fr/caches/recherche-cache-tout-confort","OT Portes de Vassivière","2026-03-17T00:00:00.000Z","2026-07-03T02:18:24.779Z"
"Tèrra Aventura : Bien à l'aise au Pot Bouillant","ASCAQU087V500ZD8","Produit","Pratique",,"Saint-Sulpice-les-Feuilles","87160","87182","Haute-Vienne","Nouvelle-Aquitaine","46.3308753","1.31105343","https://www.terra-aventura.fr/caches/bien-laise-au-pot-bouillant","OT LIMOUSIN nouveaux horizons - Pays du Haut Limousin","2026-01-01T00:00:00.000Z","2026-07-03T02:18:24.778Z"
"Tèrra Aventura : Une roche venue des profondeurs de l’histoire","ASCAQU087V500A8W","Lieu","Site sportif, récréatif et de loisirs",,"La Roche-l'Abeille","87500","87127","Haute-Vienne","Nouvelle-Aquitaine","45.6081834","1.24300003","https://www.terra-aventura.fr/caches/une-roche-venue-des-profondeurs-de-lhistoire","OT Pays de Saint-Yrieix","2026-06-26T00:00:00.000Z","2026-06-27T02:27:42.246Z"
"Séjour Terra Aventura en Côte Landes Nature","OP031AQU040V50XADG","Produit",,,"Vielle-Saint-Girons","40560","40326","Landes","Nouvelle-Aquitaine","43.9032622","-1.2918357","http://www.legaoucher.net/,http://www.legaoucher.net/","CDT 40","2025-11-30T00:00:00.000Z","2026-01-01T00:00:00.000Z"
"Chasse au trésor Tèrra Aventura ""Touche pas à mon Pignada !""","ASCAQU064V5BN823","Produit","Pratique",,"Anglet","64600","64024","Pyrénées-Atlantiques","Nouvelle-Aquitaine","43.5279106","-1.521449","https://www.terra-aventura.fr/caches/touche-pas-mon-pignada","OT Anglet","2026-08-14T00:00:00.000Z","2026-08-15T01:44:22.525Z"
"Tèrra Aventura ""Fais pas l'âne !"" à Sainte-Néomaye","ASCAQU079V502WS7","Produit,Lieu","Pratique,Site sportif, récréatif et de loisirs",,"Sainte-Néomaye","79260","79283","Deux-Sèvres","Nouvelle-Aquitaine","46.37204","-0.2623","https://www.terra-aventura.fr/","OT Haut Val De Sèvre","2024-12-02T00:00:00.000Z","2026-01-01T00:00:00.000Z"
"Terra Aventura Peyrehorade : Ki dit wi !","ASCAQU040V50QVM1","Produit","Pratique",,"Peyrehorade","40300","40224","Landes","Nouvelle-Aquitaine","43.543885","-1.1033384",,"OT Pays d'Orthe et Arrigans","2025-07-10T00:00:00.000Z","2026-01-01T00:00:00.000Z"
"Tèrra Aventura : « Lo Mossur » est passé par ici...","ASCAQU064V5B5MRI","Produit,Lieu","Pratique,Site sportif, récréatif et de loisirs",,"Etsaut","64490","64223","Pyrénées-Atlantiques","Nouvelle-Aquitaine","42.9121881","-0.5711951","https://www.terra-aventura.fr/","Office de Tourisme du Haut-Béarn","2026-01-01T00:00:00.000Z","2026-06-27T02:27:42.241Z"
"Tèrra Aventura : ""Saint-Grat, tous évêque toi !""","ASCAQU064V5B5KPY","Produit,Lieu","Pratique,Site sportif, récréatif et de loisirs",,"Oloron-Sainte-Marie","64400","64422","Pyrénées-Atlantiques","Nouvelle-Aquitaine","43.1906119","-0.6107313","https://www.terra-aventura.fr/","Office de Tourisme du Haut-Béarn","2026-01-01T00:00:00.000Z","2026-06-27T02:27:42.242Z"
"Terra Aventura ""Hissez-haut, vallée d'Ossau""","ASCAQU064V5B5KVP","Produit","Pratique",,"Gère-Bélesten","64260","64240","Pyrénées-Atlantiques","Nouvelle-Aquitaine","43.026902","-0.430964","https://www.terra-aventura.fr/","OT Vallée d'Ossau Pyrénées","2026-01-03T00:00:00.000Z","2026-06-27T02:27:42.243Z"
"Tèrra Aventura : Montfort, y'a pas plus fort !","ASCAQU040V50RE3V","Produit","Pratique",,"Montfort-en-Chalosse","40380","40194","Landes","Nouvelle-Aquitaine","43.715734","-0.8339831","http://www.chalosse.fr/","OT Terres de Chalosse","2026-01-01T00:00:00.000Z","2026-01-01T00:00:00.000Z"
"Circuit Tèrra Aventura - Laparade prend la relève !","ASCAQU047V50BY2G","Produit","Pratique",,"Laparade","47260","47135","Lot-et-Garonne","Nouvelle-Aquitaine","44.3873958","0.44694524","http://www.tourisme-coeurlotetgaronne.fr/,https://www.terra-aventura.fr/","OT Vallée du Lot et Garonne","2026-07-31T00:00:00.000Z","2026-08-01T02:24:30.123Z"
"Circuit Tèrra Aventura : Tournon autour de la lune","ASCAQU047V50EFV1","Produit","Pratique",,"Tournon-d'Agenais","47370","47312","Lot-et-Garonne","Nouvelle-Aquitaine","44.399964","0.99574734","http://www.tourisme-fumel.com/,https://www.terra-aventura.fr/","OT Vallée du Lot et Garonne","2026-07-31T00:00:00.000Z","2026-08-01T02:24:30.124Z"
"Circuit Tèrra Aventura : Géraud des temps modernes","ASCAQU047V50EFV7","Produit","Pratique",,"Monsempron-Libos","47500","47179","Lot-et-Garonne","Nouvelle-Aquitaine","44.5040309","0.9295234","http://www.tourisme-fumel.com/,https://www.terra-aventura.fr/","OT Vallée du Lot et Garonne","2026-07-31T00:00:00.000Z","2026-08-01T02:24:30.124Z"
"Terra Aventura à La Réole : ""Où est Charlut"" ?","ASCAQU033V50UW5I","Produit","Pratique",,"La Réole","33190","33352","Gironde","Nouvelle-Aquitaine","44.5800499","-0.0408191","https://www.entredeuxmers.com/,https://www.terra-aventura.fr/","OT de l'Entre-deux-Mers","2026-07-31T00:00:00.000Z","2026-08-01T02:24:30.123Z"
"Chasse aux trésors Tèrra Aventura : Les griffes de Chizé","ASCAQU079V501MWY","Produit,Lieu","Pratique,Site sportif, récréatif et de loisirs","Pratique libre","Chef-Boutonne","79360","79083","Deux-Sèvres","Nouvelle-Aquitaine","46.1448733","-0.3953857","https://www.terra-aventura.fr/caches?title=&thematic=All&season=All&quests=All&field_maintenance_value=All&difficulty=All&kilometers=All&field_department=79&field_city=&field_start_point_proximity=0","OT Pays Mellois","2026-01-01T00:00:00.000Z","2026-01-01T00:00:00.000Z"
"Géocaching Tèrra Aventura ""Ma campagne au Canada"" - Cerizay","ASCAQU079V501RH6","Produit,Lieu","Pratique,Site sportif, récréatif et de loisirs",,"Cerizay","79140","79062","Deux-Sèvres","Nouvelle-Aquitaine","46.818879","-0.667182","https://www.tourisme-bocage.com/explorer/un-terrain-de-jeu-terra-aventura,https://www.terra-aventura.fr/caches/ma-campagne-au-canada","OT Bocage Bressuirais","2026-06-19T00:00:00.000Z","2026-06-20T02:11:56.210Z"
"Chasse aux trésors Tèrra Aventura : ""Le blues du pèlerin""","ASCAQU079V500G78","Produit,Lieu","Pratique,Site sportif, récréatif et de loisirs","Pratique libre","Parthenay","79200","79202","Deux-Sèvres","Nouvelle-Aquitaine","46.6518224","-0.2474525","https://www.terra-aventura.fr/","CC Parthenay Gâtine","2026-06-28T00:00:00.000Z","2026-07-03T02:18:24.780Z"
"Terra Aventura à Gujan-Mestras : Un Poï’z à la mer","ASCAQU033V50QT9P","Produit","Pratique",,"Gujan-Mestras","33470","33199","Gironde","Nouvelle-Aquitaine","44.641706","-1.077324",,"OT Gujan-Mestras","2026-01-22T00:00:00.000Z","2026-01-01T00:00:00.000Z"
"Terra Aventura : ""Echappée belle en Pays Gabaye""","ASCAQU033V50QT8L","Produit","Pratique",,"Saint-Savin","33920","33473","Gironde","Nouvelle-Aquitaine","45.139755","-0.44437","https://www.terra-aventura.fr/","OT Latitude Nord Gironde","2026-06-17T00:00:00.000Z","2026-06-18T02:29:42.873Z"
"Géocaching Terra Aventura : In Vigny Veritas","6876546","Lieu","Site sportif, récréatif et de loisirs",,"Coteaux-du-Blanzacais","16250","16046","Charente","Nouvelle-Aquitaine","45.475537","0.03175","https://www.sudcharentetourisme.fr/","Office de tourisme du Sud Charente","2025-02-19T00:00:00.000Z","2026-01-01T00:00:00.000Z"
"Tèrra Aventura : Ruée vers l'or des bois !","ASCAQU033V517X82","Produit","Pratique",,"Carcans","33121","33097","Gironde","Nouvelle-Aquitaine","45.0781728","-1.0459211","https://www.terra-aventura.fr/","OT Médoc Atlantique","2026-03-05T00:00:00.000Z","2026-06-27T02:27:42.244Z"
"Séjour Terra Aventura au coeur de la forêt landaise","OP031AQU040V50YVIT","Produit",,,"Lesperon","40260","40152","Landes","Nouvelle-Aquitaine","43.9672709","-1.1295372",,"CDT 40","2026-01-14T00:00:00.000Z","2026-01-01T00:00:00.000Z"
"Terra Aventura : Quelque chose ne ""tourbe"" pas rond","ASCAQU087V5020JF","Produit","Pratique",,"Saint-Léger-la-Montagne","87340","87159","Haute-Vienne","Nouvelle-Aquitaine","46.01334","1.41652","https://www.terra-aventura.fr/caches/quelque-chose-ne-tourbe-pas-rond","Terres de Limousin","2026-08-06T00:00:00.000Z","2026-08-07T03:18:51.224Z"
"Séjour Terra Aventura à vélo sur la côte landaise","OP031AQU040V50YVF7","Produit",,,"Messanges","40660","40181","Landes","Nouvelle-Aquitaine","43.7984077","-1.3760504","https://reservation.secureholiday.net/fr/4876,https://www.lesacacias.com/,https://reservation.secureholiday.net/fr/4876,https://www.lesacacias.com/","CDT 40","2025-12-02T00:00:00.000Z","2026-01-01T00:00:00.000Z"
"Tèrra Aventura vélo : ""Arrête ton char, Batistou !""","ASCAQU064V5BDZ5S","Produit,Lieu","Pratique,Site sportif, récréatif et de loisirs","Pratique libre","Géronce","64400","64241","Pyrénées-Atlantiques","Nouvelle-Aquitaine","43.139094","-0.588186","https://www.terra-aventura.fr/","Office de Tourisme du Haut-Béarn","2026-01-01T00:00:00.000Z","2026-01-01T00:00:00.000Z"
"Chasse aux trésors Tèrra Aventura : ""En quête de pierres ""","ASCAQU079V503V3B","Produit,Lieu","Pratique,Site sportif, récréatif et de loisirs",,"Exoudun","79800","79115","Deux-Sèvres","Nouvelle-Aquitaine","46.3442317","-0.0804041","https://www.terra-aventura.fr/caches?title=&thematic=All&season=All&quests=All&field_maintenance_value=All&difficulty=All&kilometers=All&field_department=79&field_city=&field_start_point_proximity=0","OT Pays Mellois","2024-12-02T00:00:00.000Z","2026-01-01T00:00:00.000Z"
"Circuit Terra Aventura - « Halez » à la vitesse supérieure !","ASCAQU047V50HZRO","Produit","Pratique",,"Fourques-sur-Garonne","47200","47101","Lot-et-Garonne","Nouvelle-Aquitaine","44.44962","0.16002","https://www.valdegaronne-tourisme.com/,https://www.terra-aventura.fr/","OT Val de Garonne","2026-07-31T00:00:00.000Z","2026-08-01T02:24:30.124Z"
"Tèrra Aventura : Aux Grands Mots, les Grands Remèdes","ASCAQU086V50069H","Produit,Lieu","Pratique,Site sportif, récréatif et de loisirs","Pratique libre","Loudun","86200","86137","Vienne","Nouvelle-Aquitaine","47.01053","0.08309","https://www.terra-aventura.fr/parcours","Office de Tourisme du Pays Loudunais","2026-06-16T00:00:00.000Z","2026-06-17T03:11:07.692Z"
"Circuit Tèrra Aventura : A la croisée des z'Albigeois","ASCAQU047V50DOE2","Produit","Pratique",,"Penne-d'Agenais","47140","47203","Lot-et-Garonne","Nouvelle-Aquitaine","44.388365","0.81891466","http://www.tourisme-fumel.com/,https://www.terra-aventura.fr/","OT Vallée du Lot et Garonne","2026-07-31T00:00:00.000Z","2026-08-01T02:24:30.124Z"
"Circuit Tèrra Aventura : Des z'assaillants fins gourmets","ASCAQU047V50DJXS","Produit","Pratique",,"Gavaudun","47150","47109","Lot-et-Garonne","Nouvelle-Aquitaine","44.567486","0.887399","http://www.coeurdebastides.com/,https://www.terra-aventura.fr/","OT Coeur de Bastides","2026-04-20T00:00:00.000Z","2026-01-01T00:00:00.000Z"
"Circuit Tèrra Aventura : Du rififi au Pont Canal","ASCAQU047V50DWJJ","Produit","Pratique",,"Agen","47000","47001","Lot-et-Garonne","Nouvelle-Aquitaine","44.200989","0.631076","http://www.destination-agen.fr/,https://www.terra-aventura.fr/","ADRT47","2026-07-31T00:00:00.000Z","2026-08-01T02:24:30.123Z"
"Circuit Tèrra Aventura : Chevauchée en Pays de Serres","ASCAQU047V50DWK2","Produit","Pratique",,"Beauville","47470","47025","Lot-et-Garonne","Nouvelle-Aquitaine","44.2765645","0.88114442","http://www.destination-agen.com/,https://www.terra-aventura.fr/","ADRT47","2026-07-31T00:00:00.000Z","2026-08-01T02:24:30.123Z"
"Terra Aventura : Un avant-goût du Périgord-Limousin","ASCAQU024V50F9PG","Produit","Pratique",,"La Coquille","24450","24133","Dordogne","Nouvelle-Aquitaine","45.5569294","1.00463224","https://www.pnr-perigord-limousin.fr/decouvrir-le-parc/randonnees-velos-et-balades/terra-aventura/","Parc Naturel Régional Périgord-Limousin","2026-01-01T00:00:00.000Z","2026-01-01T00:00:00.000Z"
"Géocaching Tèrra Aventura ""La Corbelière des z'ombres"" - Moulins","ASCAQU079V501RHX","Produit,Lieu","Pratique,Site sportif, récréatif et de loisirs",,"Mauléon","79700","79079","Deux-Sèvres","Nouvelle-Aquitaine","46.952516","-0.794335","https://www.terra-aventura.fr/caches/la-corbeliere-des-zombres,https://www.tourisme-bocage.com/explorer/un-terrain-de-jeu-terra-aventura","OT Bocage Bressuirais","2026-06-19T00:00:00.000Z","2026-06-20T02:11:56.210Z"
"Terra Aventura : L'Or Noir du pays de Born","ASCAQU040V50KC82","Produit,Lieu","Pratique,Site sportif, récréatif et de loisirs",,"Parentis-en-Born","40160","40217","Landes","Nouvelle-Aquitaine","44.3430963","-1.0982383","https://www.terra-aventura.fr/","OT Grands Lacs","2026-01-01T00:00:00.000Z","2026-01-01T00:00:00.000Z"
"Tèrra Aventura - Contre vents z'et marais","6180427","Lieu","Site sportif, récréatif et de loisirs",,"Saint-Augustin","17570","17311","Charente-Maritime","Nouvelle-Aquitaine","45.677732","-1.100135",,"Royan Atlantique","2023-01-17T00:00:00.000Z","2026-01-01T00:00:00.000Z"
"Tèrra Aventura : Coup de Pagaie en Vives Z'Eaux","ASCAQU086V50181U","Produit,Lieu","Pratique,Site sportif, récréatif et de loisirs","Pratique libre","Vivonne","86370","86293","Vienne","Nouvelle-Aquitaine","46.4261267","0.2631896","https://www.terra-aventura.fr/parcours","Office de Tourisme des Vallées du Clain","2026-06-16T00:00:00.000Z","2026-06-17T03:11:07.693Z"
"Terra Aventura de Gourette - Les Géo’ font du ski","ASCAQU064V5AIS2A","Produit","Pratique",,"Eaux-Bonnes","64440","64204","Pyrénées-Atlantiques","Nouvelle-Aquitaine","42.9521554","-0.3417868","https://www.terra-aventura.fr/","OT Vallée d'Ossau Pyrénées","2026-06-20T00:00:00.000Z","2026-06-21T02:02:28.350Z"
"Géocaching Tèrra Aventura ""Terminus à Hautibus"" - Argentonnay","ASCAQU079V5017RA","Produit,Lieu","Pratique,Site sportif, récréatif et de loisirs",,"Argentonnay","79150","79013","Deux-Sèvres","Nouvelle-Aquitaine","46.9849454","-0.445644","https://www.tourisme-bocage.com/explorer/un-terrain-de-jeu-terra-aventura,https://www.terra-aventura.fr/caches/prochain-arret-la-cache","OT Bocage Bressuirais","2026-06-22T00:00:00.000Z","2026-06-23T02:17:22.254Z"
"Géocaching Tèrra Aventura ""L'éveil des chirons"" - Largeasse","ASCAQU079V501QI5","Produit,Lieu","Pratique,Site sportif, récréatif et de loisirs",,"Largeasse","79240","79147","Deux-Sèvres","Nouvelle-Aquitaine","46.6606589","-0.5286804","https://www.tourisme-bocage.com/explorer/un-terrain-de-jeu-terra-aventura,https://www.terra-aventura.fr/caches/leveil-des-chirons","OT Bocage Bressuirais","2026-06-19T00:00:00.000Z","2026-06-20T02:11:56.210Z"
"Terra Aventura : La Folle quête de Sainte Quitterie","ASCAQU040V50KC88","Produit,Lieu","Pratique,Site sportif, récréatif et de loisirs",,"Gastes","40160","40108","Landes","Nouvelle-Aquitaine","44.3285215","-1.1490125","https://www.terra-aventura.fr/","OT Grands Lacs","2024-11-17T00:00:00.000Z","2026-01-01T00:00:00.000Z"
"Chasse aux trésors Tèrra Aventura : ""Le vent tourne ""","ASCAQU079V501MWQ","Produit,Lieu","Pratique,Site sportif, récréatif et de loisirs",,"Chef-Boutonne","79110","79083","Deux-Sèvres","Nouvelle-Aquitaine","46.1092122","-0.0825891","https://www.terra-aventura.fr/caches?title=&thematic=All&season=All&quests=All&field_maintenance_value=All&difficulty=All&kilometers=All&field_department=79&field_city=&field_start_point_proximity=0","OT Pays Mellois","2026-01-01T00:00:00.000Z","2026-01-01T00:00:00.000Z"
"Chasse aux trésors Tèrra Aventura : ""Vive la Rosière ""","ASCAQU079V501MWN","Produit,Lieu","Pratique,Site sportif, récréatif et de loisirs",,"La Mothe-Saint-Héray","79800","79184","Deux-Sèvres","Nouvelle-Aquitaine","46.3601281","-0.1163237","https://www.terra-aventura.fr/caches?title=&thematic=All&season=All&quests=All&field_maintenance_value=All&difficulty=All&kilometers=All&field_department=79&field_city=&field_start_point_proximity=0","OT Pays Mellois","2026-01-01T00:00:00.000Z","2026-01-01T00:00:00.000Z"
"Circuit Terra Aventura - La « P.I.G.N.E » a besoin de vous !","ASCAQU040V514IUQ","Produit","Pratique",,"Rion-des-Landes","40370","40243","Landes","Nouvelle-Aquitaine","43.933607","-0.920563",,"OT Tartas","2026-07-27T00:00:00.000Z","2026-07-28T02:24:08.491Z"
"Tèrra Aventura - L'Oiseau Bleu du Roy Yan","5959590","Lieu","Site sportif, récréatif et de loisirs",,"Royan","17200","17306","Charente-Maritime","Nouvelle-Aquitaine","45.61617","-1.008733",,"Royan Atlantique","2026-07-28T00:00:00.000Z","2026-07-29T06:59:25.384Z"
"Chasse aux trésors Tèrra Aventura : ""Les murs ont des oreilles""","ASCAQU079V501LO3","Produit,Lieu","Pratique,Site sportif, récréatif et de loisirs",,"Sauzé-Vaussais","79190","79307","Deux-Sèvres","Nouvelle-Aquitaine","46.1522756","0.14249131","https://www.terra-aventura.fr/caches?title=&thematic=All&season=All&quests=All&field_maintenance_value=All&difficulty=All&kilometers=All&field_department=79&field_city=&field_start_point_proximity=0","OT Pays Mellois","2026-01-01T00:00:00.000Z","2026-01-01T00:00:00.000Z"
"Géocaching Tèrra Aventura ""La botte secrète"" - Mauléon","ASCAQU079V500WD2","Produit,Lieu","Pratique,Site sportif, récréatif et de loisirs",,"Mauléon","79700","79079","Deux-Sèvres","Nouvelle-Aquitaine","46.9275456","-0.7581695","https://www.tourisme-bocage.com/explorer/un-terrain-de-jeu-terra-aventura,https://www.terra-aventura.fr/caches/la-botte-secrete","OT Bocage Bressuirais","2026-06-19T00:00:00.000Z","2026-06-20T02:11:56.211Z"
"Chasse aux trésors Tèrra Aventura : ""Les Z'enfant du Marais""","ASCAQU079V502BQE","Produit,Lieu","Pratique,Site sportif, récréatif et de loisirs","Pratique libre","Chérigné","79170","79085","Deux-Sèvres","Nouvelle-Aquitaine","46.122082","-0.171591","https://www.terra-aventura.fr/caches?title=&thematic=All&season=All&quests=All&field_maintenance_value=All&difficulty=All&kilometers=All&field_department=79&field_city=&field_start_point_proximity=0","OT Pays Mellois","2026-01-01T00:00:00.000Z","2026-01-01T00:00:00.000Z"
"Chasse aux trésors Tèrra Aventura : ""Cébron pour les Z'abdos !""","ASCAQU079V50110F","Produit,Lieu","Pratique,Site sportif, récréatif et de loisirs","Pratique libre","Louin","79600","79156","Deux-Sèvres","Nouvelle-Aquitaine","46.7767488","-0.1690338","https://www.terra-aventura.fr/","CC Airvaudais Val du Thouet","2026-06-28T00:00:00.000Z","2026-06-29T02:07:01.336Z"
"Tèrra Aventura ""On ira tous en Acadie"" à Augé","ASCAQU079V502B4G","Produit","Pratique",,"Augé","79400","79020","Deux-Sèvres","Nouvelle-Aquitaine","46.438858","-0.287701","https://www.terra-aventura.fr/caches?title=&thematic=All&season=All&quests=All&field_maintenance_value=All&difficulty=All&kilometers=All&field_department=79&field_city=&field_start_point_proximity=0","OT Haut Val De Sèvre","2026-01-01T00:00:00.000Z","2026-01-01T00:00:00.000Z"
"Terra Aventura ""Bayonne a trouvé la fève""","ASCAQU064V5AQAO0","Produit","Pratique",,"Bayonne","64100","64102","Pyrénées-Atlantiques","Nouvelle-Aquitaine","43.4942325","-1.4785394","https://www.terra-aventura.fr/","OT Bayonne","2026-01-13T00:00:00.000Z","2026-01-01T00:00:00.000Z"
"Terra Aventura ""Chacun cherche son style""","ASCAQU064V5AQBBO","Produit","Pratique",,"Bayonne","64100","64102","Pyrénées-Atlantiques","Nouvelle-Aquitaine","43.4942325","-1.4785394","https://www.terra-aventura.fr/","OT Bayonne","2026-01-13T00:00:00.000Z","2026-01-01T00:00:00.000Z"
"Géocaching Tèrra Aventura ""Du Beaumont au château"" - Bressuire","ASCAQU079V501QH1","Produit,Lieu","Pratique,Site sportif, récréatif et de loisirs",,"Bressuire","79300","79049","Deux-Sèvres","Nouvelle-Aquitaine","46.8415935","-0.4992249","https://www.tourisme-bocage.com/explorer/un-terrain-de-jeu-terra-aventura,https://www.terra-aventura.fr/caches/du-beaumont-au-chateau","OT Bocage Bressuirais","2026-06-22T00:00:00.000Z","2026-06-23T02:17:22.254Z"
"Chasse aux trésors Tèrra Aventura : ""Restez de marbre""","ASCAQU079V501IV2","Produit,Lieu","Pratique,Site sportif, récréatif et de loisirs","Pratique libre","Ardin","79160","79012","Deux-Sèvres","Nouvelle-Aquitaine","46.474894","-0.557308","https://www.terra-aventura.fr/caches?title=&thematic=All&season=All&quests=All&field_maintenance_value=All&difficulty=All&kilometers=All&field_department=79&field_city=&field_start_point_proximity=0","CC Val de Gâtine","2026-06-28T00:00:00.000Z","2026-07-03T02:18:24.777Z"
"Terra Aventura à Monségur : ""Fortune compte pas pour des prunes""","ASCAQU033V50WZF5","Produit","Pratique",,"Monségur","33580","33289","Gironde","Nouvelle-Aquitaine","44.654179","0.077504","https://www.terra-aventura.fr/,https://www.entredeuxmers.com/","OT de l'Entre-deux-Mers","2026-07-31T00:00:00.000Z","2026-08-01T02:24:30.123Z"
"Chasse aux trésors Tèrra Aventura : ""Sur les pas d'Aldéarde d'Aulnay""","ASCAQU079V501HTQ","Produit,Lieu","Pratique,Site sportif, récréatif et de loisirs","Pratique libre","Airvault","79600","79005","Deux-Sèvres","Nouvelle-Aquitaine","46.823055","-0.195275","https://www.terra-aventura.fr/","CC Airvaudais Val du Thouet","2026-07-21T00:00:00.000Z","2026-07-22T02:27:51.854Z"
"Géocaching Tèrra-Aventura : ""La Cour de France à vélo !""","ASCAQU079V5027PY","Produit,Lieu","Pratique,Site sportif, récréatif et de loisirs",,"Échiré","79410","79109","Deux-Sèvres","Nouvelle-Aquitaine","46.3775529","-0.4696017","https://www.terra-aventura.fr/caches?title=&thematic=All&season=All&quests=All&field_maintenance_value=All&difficulty=All&kilometers=All&field_department=79&field_city=&field_start_point_proximity=0","OT Niort Marais Poitevin","2026-01-01T00:00:00.000Z","2026-01-01T00:00:00.000Z"
"Géocaching Tèrra-Aventura : ""Zéroïk entre en lice !""","ASCAQU079V5027IN","Produit,Lieu","Pratique,Site sportif, récréatif et de loisirs",,"Échiré","79410","79109","Deux-Sèvres","Nouvelle-Aquitaine","46.4071869","-0.4262805","https://www.terra-aventura.fr/caches?title=&thematic=All&season=All&quests=All&field_maintenance_value=All&difficulty=All&kilometers=All&field_department=79&field_city=&field_start_point_proximity=0","OT Niort Marais Poitevin","2024-12-02T00:00:00.000Z","2026-01-01T00:00:00.000Z"
